index,text,hate,audio
9653,Burn them I say That rattles the filthy Pakistani pigs,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_147.mp3
100950,"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_148.mp3
109447,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:â€¦",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_149.mp3
119888,Looks like a nigger with their typical retarded haircuts,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_150.mp3
94109,i hate jews so much i wish the holocaust actually happened,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_151.mp3
100245,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_152.mp3
120523,"Niggers and their liberal friends steal everything not tied down, just like the presidency here with acorn with its liberal defenders, FUCK YOU NIGGER OBOAMA!",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_153.mp3
98495,i hate jews so much i wish the holocaust actually happened,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_154.mp3
114541,"@Cam_Coles You don't know what I know. Name somebody colder, you monkey faced immigrant",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_155.mp3
96403,gay people should die,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_156.mp3
118466,do you have autism or something? why do you talk like a disgusting retard?,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_157.mp3
110786,"GEEZ..... I think #NorthKorea may be right. #BarackObama is a monkey! Surely acts like one.   URL""",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_158.mp3
107615,"GEEZ..... I think #NorthKorea may be right. #BarackObama is a monkey! Surely acts like one.   URL""",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_159.mp3
6193,Ugly ass bitch go back to the hole you came out of,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_160.mp3
95709,@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_161.mp3
110654,"@Cam_Coles You don't know what I know. Name somebody colder, you monkey faced immigrant",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_162.mp3
112600,That's no excuse for stealing other people's technology and research and intellectual property You're all a bunch of human cockroaches is what you are And your food is disgusting on top of that you assholes will eat anything to the point where you'll make any creature go extinct because of your fucking appetites You chinks are determined to eat every Pangolin until they are all wiped off the earth,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_163.mp3
41066,If you cant fuck em' during broad day light maybe you shouldnt be fucking em' periodttttt,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_164.mp3
42654,"You're a white trash, racist, piece of shit.",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_165.mp3
1890,"This mod is a fucking phaggot, ban me you fucking coward",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_166.mp3
106546,ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_167.mp3
126,"""I'm trying to take you out"" to ""you don't look good enough to rape"". i have a headache, where do y'all even come from because wtf URL",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_168.mp3
106382,"At 7:19 is why I hate people, women especially look how mad she got just because the dog splashed her.. f*** you you stupid b**** either have fun or go kill yourself",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_169.mp3
96199,@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_170.mp3
33101,Iran deserve to get invaded by the us and the uk,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_171.mp3
48130,Religion of piss. Fuck Islam.,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_172.mp3
100849,"JEW Get the fuck out of here you jewish son of a bitch, I'll rape your fucking family if you don't leave you semite bastard. I will shoot you if you return, because you're a dirty semite, I hope you choke on a fucking bagel, prick. Shalom. We Came In?",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_173.mp3
103907,"Careful what you wish for, you always wanted to feel a huge cock up your hole bitch so now whimper all you like, squeal & cry that ain't gonna stop this bull from raping your boi pussy apart he'll only stop when he is done and shoots his load and breed you URL",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_174.mp3
109005,"GEEZ..... I think #NorthKorea may be right. #BarackObama is a monkey! Surely acts like one.   URL""",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_175.mp3
96415,"""@iamkrause: No need to thank me, killing niggers is it's own reward.""  Dis my pal from our graduation when we was 26",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_176.mp3
105498,"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_177.mp3
99010,gay people should die,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_178.mp3
74625,"This faggot is under the influence of dick fuck this homo and his subversion tactics. USA was founded for white Christian people, if you're not one or the other than leave.",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_179.mp3
111522,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:â€¦",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_180.mp3
100453,"JEW Get the fuck out of here you jewish son of a bitch, I'll rape your fucking family if you don't leave you semite bastard. I will shoot you if you return, because you're a dirty semite, I hope you choke on a fucking bagel, prick. Shalom. We Came In?",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_181.mp3
29454,"> If a bunch of fucking idiots are helping the West swing wildly towarda fascism, would you fight them? Yeah thats why we don't like you hat stealing little goofs. You need a good boot in your mouth to help fix your already fucked up teeth.",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_182.mp3
23543,Early Christians locked the doors during Liturgy so no one would break in and kill them. Now Christians will have to lock the doors so faggots won't break in desecrate the church,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_183.mp3
92767,"yeah, heres a clue for the nigger author of this article. Chinks hate niggers, Kikes hate niggers, Spicks hate niggers and Towelheads hate niggers. EVen niggers hate niggers. Black Africans hate the gauche lazy American blacks because they have no morals or work ethic. Niggrus Americanus is the lowest form of human (if you can even call them that) on the planet, we should erase them",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_184.mp3
28923,UP THE FUCKING SERBS,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_185.mp3
74857,"You can round them up just like I E did to the ""illegal immigrants"" and take them out back and hang them",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_186.mp3
84,"""where they ultimately need to be"" is back in the fucking Congo you morons URL",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_187.mp3
106755,Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_188.mp3
56904,"Fucking Feminists and bitch ass Lezbeeyuhnz are ruining all the great movies, Now we have Batwoman, Supergirl, Madmax, Ghostbusters, C.Marvel, and now this piece of SHIT. IT'S FUCKING ENOUGH THOTS.",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_189.mp3
72246,Fuck a land invasion- this is 2019. Send in our weaponized insect-drones and wipe out all them terrorists.,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_190.mp3
66559,I put my dick in a bag of Doritos and made this nigga bitch suck the dust off the tip,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_191.mp3
110262,There are not any jew signatures on our Declaration of Independence Those subversive Babylonian blood sucking serpent seed Kenite vampires are not out Founding Fathers posterity. They are not our brethren. They are Christ killers. They are Anti-Christ.,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_192.mp3
117875,@L1LTR4P fucking losers wetbacks #SorryNotSorry,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_193.mp3
115333,"STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_194.mp3
99031,"""@iamkrause: No need to thank me, killing niggers is it's own reward.""  Dis my pal from our graduation when we was 26",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_195.mp3
99629,i hate jews so much i wish the holocaust actually happened,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_196.mp3
78431,"Once we eliminate, wipe out white people, there wouldn't be any more this racist bullshit. #antifa",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_197.mp3
37550,you're a faggot too,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_198.mp3
71291,Just be thankful that you even have the freedoms to even talk like that both of us devil Western you're a fuck tard so when the radical Muslims are cutting your f****** head off because you don't bow to their religion I don't want to hear your crying be thankful for what you got because a lot of people died just for you to have what you have you f****** moron that's it I'm done,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_199.mp3
108537,"@Cam_Coles You don't know what I know. Name somebody colder, you monkey faced immigrant",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_200.mp3
96501,"""@iamkrause: No need to thank me, killing niggers is it's own reward.""  Dis my pal from our graduation when we was 26",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_201.mp3
118040,"STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_202.mp3
102032,#whitepower...I'll hang you nigger,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_203.mp3
106027,"JEW Get the fuck out of here you jewish son of a bitch, I'll rape your fucking family if you don't leave you semite bastard. I will shoot you if you return, because you're a dirty semite, I hope you choke on a fucking bagel, prick. Shalom. We Came In?",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_204.mp3
105909,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_205.mp3
112814,"GEEZ..... I think #NorthKorea may be right. #BarackObama is a monkey! Surely acts like one.   URL""",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_206.mp3
111571,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_207.mp3
74202,"black people and the handed to slaves God lol, who by the way (da God) created the hurricane if we're really countin' deity power!",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_208.mp3
94683,i hate jews so much i wish the holocaust actually happened,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_209.mp3
102190,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_210.mp3
25709,"Disgusting. This is cuckoldry of the highest order. Her ambitions, life, future, all involve moving up the social ladder so she abandon you for a better man. Either that or keeping you around for money and lolz while she gets that Chad deep dicking on the side.",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_211.mp3
114215,"They all need to be Kicked, taken out of our country. Obama brought them all in Illegally. Send the Trash back to there own country",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_212.mp3
48,@odysseuslahori @IqShoaib Hang till death all religious pimps !!,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_213.mp3
27967,"fags are kiddie fuckers thats why, I used to support them, no more",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_214.mp3
94905,"yeah, heres a clue for the nigger author of this article. Chinks hate niggers, Kikes hate niggers, Spicks hate niggers and Towelheads hate niggers. EVen niggers hate niggers. Black Africans hate the gauche lazy American blacks because they have no morals or work ethic. Niggrus Americanus is the lowest form of human (if you can even call them that) on the planet, we should erase them",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_215.mp3
101902,#whitepower...I'll hang you nigger,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_216.mp3
106610,ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_217.mp3
120127,Learn the fucking language you fucking useless immigrant.,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_218.mp3
8219,too bad you stuck w a bitch ðŸ™‚ rubber dicks can't make babies,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_219.mp3
15718,Yep. And I'd put good money on this being a shitpost written by a red-pilled MRA/MGTOW loser. The misogyny overfloweth.,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_220.mp3
111026,That's no excuse for stealing other people's technology and research and intellectual property You're all a bunch of human cockroaches is what you are And your food is disgusting on top of that you assholes will eat anything to the point where you'll make any creature go extinct because of your fucking appetites You chinks are determined to eat every Pangolin until they are all wiped off the earth,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_221.mp3
9514,"Americans are dumb as rocks, letting socialists take over! All young American women will mimic AOC, her BABY-TALKING STUPIDITY! AND MAKE BABIES? NO WAY AOC COULD NOT KEEP A BABY ALIVE, TOO DUMB, SO WOMEN WILL STOP HAVING BABIES! GOOD IDEA. Too many messed up kids already caused by moron parents and communists running the schools!",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_222.mp3
95137,"This is why we won, because Americans know that giving these people power for another day is unacceptable. We need to fight back against the Synagogue and their White/Mexican/Black Communist useful idiots they get to do their dirty work for them. I am armed and I am ready for these scum if they try to resist being sent back to Mexico/Guatemala all these illegal invaders that want to invade our nations and change it to suit their savage ways. Illegals must die.",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_223.mp3
118003,shut the fuck up you dumb black bitch,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_224.mp3
87273,@Paki_chai You probably are a terrorist just like my daddy left us because I'm black you weak ass bitch. So what's next? ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_225.mp3
33887,Fuck Israel and fuck religion in politics.,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_226.mp3
7968,These guys didn't get blown to fuck by mortar so you could act like a faggot. URL,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_227.mp3
115008,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_228.mp3
115060,Looks like a nigger with their typical retarded haircuts,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_229.mp3
18120,This woman is a definite cunt,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_230.mp3
104611,"GET RID OF THOSE FUCKING MUSLIMS! the nasty ones that won't assimilate, rape women, beat children, threaten democracy, plan terror attacks, assault innocent secular people and force their disgusting religion on everyone else by way of violence. Assimilate OR GET THE FUCK OUT OR BE PREPARED TO DIE!",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_231.mp3
31426,You her ass I will fuck her pussy and dp her and both cum at the same time and full her holes up,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_232.mp3
24108,Yea bitch suck my peepee,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_233.mp3
7051,try me slag ass bitch URL,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_234.mp3
116507,Looks like a nigger with their typical retarded haircuts,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_235.mp3
97042,Every gook in #LosAngeles should be deported or killed.,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_236.mp3
103901,#whitepower...I'll hang you nigger,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_237.mp3
62573,Bitches are retarded ðŸ˜‚go die or something hoe,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_238.mp3
11634,"@CIA Yea, fuck islam. Kill christians and jews? Stand by, im cooking islamic pig lobster.",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_239.mp3
23662,"Just another ghetto fatty angry because she's horrifically ugly and a hippopotamic landmass; the result of a glorified ghetto culture that breeds ignorance, stupidity, and violence when confronted regarding that very ignorance and stupidity.",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_240.mp3
102491,#whitepower...I'll hang you nigger,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_241.mp3
7769,Good bout time Israel crushes the arabs again,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_242.mp3
68226,This is how you hold down a faggot and own his hole URL,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_243.mp3
20377,Shut your bitch ass up pussy,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_244.mp3
86089,@NumanAfifi @LatheefaKoya Queers dont have rights. They should be rounded up and put in a concentration camps,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_245.mp3
61643,Every time you see one of these jesus freaks â€‹ remind them that if you don't sin jesus died for nothing,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_246.mp3
112149,"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_247.mp3
72975,You fat Nurse Ratchet lookin bitch. I hope a patient fucks you in the ass,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_248.mp3
82345,What a beautiful first lady America has compared to that last one who was a gorilla knuckledraggin transgender that the Democrats called a lady,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_249.mp3
69295,"Careful what you wish for, you always wanted to feel a huge cock up your hole bitch so now fucking take it, cry all you want that ain't gonna stop this bull from raping your boipussy apart he'll only stop when he is done & shoots his huge load deep inside. URL",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_250.mp3
38494,Fuck off bitches!,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_251.mp3
95149,"This is why we won, because Americans know that giving these people power for another day is unacceptable. We need to fight back against the Synagogue and their White/Mexican/Black Communist useful idiots they get to do their dirty work for them. I am armed and I am ready for these scum if they try to resist being sent back to Mexico/Guatemala all these illegal invaders that want to invade our nations and change it to suit their savage ways. Illegals must die.",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_252.mp3
21946,Post the shit or kill yourself faggot,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_253.mp3
74085,want to be a slut,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_254.mp3
96936,Every gook in #LosAngeles should be deported or killed.,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_255.mp3
96835,"yeah, heres a clue for the nigger author of this article. Chinks hate niggers, Kikes hate niggers, Spicks hate niggers and Towelheads hate niggers. EVen niggers hate niggers. Black Africans hate the gauche lazy American blacks because they have no morals or work ethic. Niggrus Americanus is the lowest form of human (if you can even call them that) on the planet, we should erase them",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_256.mp3
118262,@L1LTR4P fucking losers wetbacks #SorryNotSorry,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_257.mp3
19443,Shut the fuck up Merkel you piece of shit cunt Nazi. You fucking dried-up gash whore. Somebody should fuck this broad with a running chainsaw. Nazi scum twat.,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_258.mp3
74205,"FalconNewsreel About time, deport them all and build the wall! DemonRats want to give free health care to illegal immigrants but don't want to count them? Seriously, how do you budget free healthcare? Democrats are f$&king Morons!  Black Racist Gay Lives Matter to the Obuma's & Whoopi weaveberg",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_259.mp3
98001,"yeah, heres a clue for the nigger author of this article. Chinks hate niggers, Kikes hate niggers, Spicks hate niggers and Towelheads hate niggers. EVen niggers hate niggers. Black Africans hate the gauche lazy American blacks because they have no morals or work ethic. Niggrus Americanus is the lowest form of human (if you can even call them that) on the planet, we should erase them",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_260.mp3
42557,@kash15111 Give my wire back u faggot,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_261.mp3
25002,That white bitch got shoe strings around her neck lmao ðŸ˜‚ cock sucker alert,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_262.mp3
122255,Stupid Asian Bitch You're an idiot and you should go back to ching chong land,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_263.mp3
114276,"GEEZ..... I think #NorthKorea may be right. #BarackObama is a monkey! Surely acts like one.   URL""",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_264.mp3
109123,Keep the fucking Mexican scum rapists and murderers out of the country and the fucking Arab Islamic terrorists out of the U.S. too!! No Syrian refugees either!! Build a wall and keep all of these fucking parasites out of the United States. We'll round up the ones here illegally and ship them the fuck out!!!!,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_265.mp3
121506,Fucking fagot burn in hell,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_266.mp3
93437,"""@iamkrause: No need to thank me, killing niggers is it's own reward.""  Dis my pal from our graduation when we was 26",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_267.mp3
28743,"He's still a dirty fucking kike. He was just talking shit about Steve C and Patrice, I sincerely hope he dies.",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_268.mp3
54257,White genocide,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_269.mp3
111961,That's no excuse for stealing other people's technology and research and intellectual property You're all a bunch of human cockroaches is what you are And your food is disgusting on top of that you assholes will eat anything to the point where you'll make any creature go extinct because of your fucking appetites You chinks are determined to eat every Pangolin until they are all wiped off the earth,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_270.mp3
56299,dumb goes bum hoes fuck i can't stand em',1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_271.mp3
3751,I WISH 1 of u #RacistPresident following #Xenophobic #misogynist #bigoted cowards would approach my #white #hillbilly #liberal ass + talk cash sh*t OF #hate 2 my face! I guarantee it will be the last time u attempt 2 intimidate someone! #unichs u will be! + ur bigot bitch 2! URL,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_272.mp3
120308,"Niggers and their liberal friends steal everything not tied down, just like the presidency here with acorn with its liberal defenders, FUCK YOU NIGGER OBOAMA!",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_273.mp3
105842,"GET RID OF THOSE FUCKING MUSLIMS! the nasty ones that won't assimilate, rape women, beat children, threaten democracy, plan terror attacks, assault innocent secular people and force their disgusting religion on everyone else by way of violence. Assimilate OR GET THE FUCK OUT OR BE PREPARED TO DIE!",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_274.mp3
75517,"Out of context, LMAO, imagine actually resorting to that one in 2019. Speaking of the religion of peace, that website puts things in context and links directly to the Quran. That's alright though, a religion that promotes inbreeding is obviously going to produce people like yourself.",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_275.mp3
101647,"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_276.mp3
121360,shut the fuck up you dumb black bitch,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_277.mp3
778,@RT_com there is no question about one thing .. they imported tens of thousands of uncivilized savages into their countries who hate european ppl and culture ..,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_278.mp3
93835,"""@iamkrause: No need to thank me, killing niggers is it's own reward.""  Dis my pal from our graduation when we was 26",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_279.mp3
116665,"STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_280.mp3
62631,FUCK HIS WHORE ASS SO BAD IAM,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_281.mp3
110413,"@Cam_Coles You don't know what I know. Name somebody colder, you monkey faced immigrant",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_282.mp3
56871,Be on my dick or ima get ya friend to suck it ðŸ¤·ðŸ½â€â™‚ï¸ your choice,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_283.mp3
110874,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_284.mp3
96747,@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_285.mp3
71143,i knew honduran men aint shit smh URL,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_286.mp3
51806,"Barack Obama is A Lyer, Deceiving Antichrist Muslim Faggot!",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_287.mp3
41789,"That's right, faggots fear me ðŸ˜Ž",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_288.mp3
108502,Keep the fucking Mexican scum rapists and murderers out of the country and the fucking Arab Islamic terrorists out of the U.S. too!! No Syrian refugees either!! Build a wall and keep all of these fucking parasites out of the United States. We'll round up the ones here illegally and ship them the fuck out!!!!,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_289.mp3
114805,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_290.mp3
114973,"@Cam_Coles You don't know what I know. Name somebody colder, you monkey faced immigrant",1,/content/drive/MyDrive/IPD/code/audio/claude_tts/audio_291.mp3
